Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Pt Diameter Type=Dendrite Terminal,0.568811,0.568811,0.568811,0,0.568811,0.568811,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Diameter Type=Spine Terminal,0.385264,1.31998,0.737794,0.189542,0.7085,67.877,92,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.510813,1.58503,1.04093,0.25742,1.07869,42.6783,41,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,1.07115,67.513,33.5688,18.7829,30.7212,1443.46,43,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Dendrite Terminal,67.8147,67.8147,67.8147,0.0099012,67.8147,67.8147,1,um,Point,,,0,,,,,1,Dendrite Terminal
Pt Distance Type=Spine Terminal,1.69203,73.7255,37.1172,18.4251,36.6233,3414.78,92,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,1.2901,71.3814,37.161,18.1312,35.6754,1523.6,41,um,Point,,,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite Beginning,61.5393,61.5393,61.5393,0,61.5393,61.5393,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Dendrite Terminal,92.1637,92.1637,92.1637,0.0216507,92.1637,92.1637,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Spine Attachment,59.1289,91.8934,68.6192,10.7826,62.2075,2950.63,43,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,56.1528,96.9212,68.9313,11.4016,64.2131,6341.68,92,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Spine Branch,57.9286,94.9992,68.8783,11.2728,64.2301,2824.01,41,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite,63.8042,63.8042,63.8042,0,63.8042,63.8042,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,43,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,92,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Spine Branch,0,0,0,0,0,0,41,,Point,,,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite
Pt Position X Type=Dendrite Beginning,49.9938,49.9938,49.9938,0.00996395,49.9938,49.9938,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Dendrite Terminal,32.6102,32.6102,32.6102,0,32.6102,32.6102,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position X Type=Spine Attachment,27.6017,49.1617,33.3964,6.27559,30.9174,1436.05,43,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,23.1951,50.3611,32.6234,6.57039,30.7219,3001.36,92,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Spine Branch,23.6202,49.1144,32.0683,6.59514,30.3557,1314.8,41,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite,28.5645,28.5645,28.5645,0.00304809,28.5645,28.5645,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Y Type=Dendrite Beginning,35.1911,35.1911,35.1911,0.00728832,35.1911,35.1911,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Dendrite Terminal,85.9855,85.9855,85.9855,0,85.9855,85.9855,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Y Type=Spine Attachment,35.7709,85.7228,58.3611,14.784,53.8411,2509.53,43,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,34.6059,89.5197,59.2249,14.844,55.7069,5448.69,92,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Spine Branch,35.6693,88.1991,59.5331,14.5209,56.5478,2440.86,41,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite,56.5584,56.5584,56.5584,0.00645275,56.5584,56.5584,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Z Type=Dendrite Beginning,7.02008,7.02008,7.02008,0.00106243,7.02008,7.02008,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Dendrite Terminal,6.10175,6.10175,6.10175,0.000959243,6.10175,6.10175,1,um,Point,,Pt Position,0,,,,,1,Dendrite Terminal
Pt Position Z Type=Spine Attachment,4.75397,7.75862,6.69293,0.8779,7.02292,287.796,43,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,4.32867,9.1352,6.70979,1.05458,6.78159,617.301,92,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Spine Branch,4.91742,8.26762,6.60555,0.864456,6.92794,270.827,41,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite,7.49586,7.49586,7.49586,0,7.49586,7.49586,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Type=Spine Attachment,0,0,0,0,0,0,43,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,92,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Spine Branch,0,0,0,0,0,0,41,s,Point,,,0,,,,,1,Spine Branch
Pt Time Type=Dendrite,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Terminal
Pt Time Index Type=Spine Attachment,1,1,1,0,1,43,43,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,92,92,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Spine Branch,1,1,1,0,1,41,41,,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite
Spine Area,0.521204,9.29067,2.49074,1.53084,2.1263,331.268,133,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,12.6976,105.037,59.8475,22.3661,61.3106,6822.62,114,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.510813,1.58503,1.00748,0.261687,1.00432,133.995,133,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,1.07115,71.3814,36.2225,18.3654,35.5119,4817.59,133,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,59.1289,91.8934,68.6192,10.7826,62.2075,2950.63,43,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,43,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,27.6017,49.1617,33.3964,6.27559,30.9174,1436.05,43,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,35.7709,85.7228,58.3611,14.784,53.8411,2509.53,43,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,4.75397,7.75862,6.69293,0.8779,7.02292,287.796,43,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,43,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,43,43,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,0,0,0,0,0,133,,Spine,,,0,,,1,,1,
Spine Branch Level,1,1,1,0,1,133,133,,Spine,,,0,,,1,,1,
Spine Branchings,0,3,0.345865,0.562555,0,46,133,,Spine,,,0,,,1,,1,
Spine Length,0.0505638,5.30736,0.820088,0.755178,0.563248,109.072,133,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.562906,1.58503,1.09326,0.231411,1.1128,145.403,133,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.490191,1.50974,0.913227,0.214272,0.890746,121.459,133,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.27,1.4202,0.745058,0.264445,0.721023,99.0927,133,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,4.5669,0.257053,0.616689,0,34.1881,133,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.17576,0.256852,0.40778,0,34.1613,133,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.12608,0.20745,0.335825,0,27.5909,133,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,1.12608,0.173691,0.295579,0,23.1008,133,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,1.31372,0.137709,0.242276,0.0176822,18.3153,133,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-179.287,178.497,-24.7106,99.7085,-9.29545,-3286.51,133,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,1.18594,0.0632524,0.151503,0,8.41257,133,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.287057,1.93936,0.602158,0.244433,0.551793,80.0871,133,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,2.18206,0.307412,0.37299,0.178045,40.8858,133,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.510813,1.58503,1.05655,0.247613,1.07869,140.521,133,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.397635,1.57462,0.891733,0.240856,0.861305,118.601,133,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.3436,0.698638,0.42795,0.851077,92.9188,133,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.447378,1.53245,0.989762,0.236673,1.00115,131.638,133,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.337624,1.57462,0.845262,0.244515,0.817207,112.42,133,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.32022,0.641246,0.412884,0.765676,85.2858,133,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.27,1.52584,0.918845,0.241079,0.934939,122.206,133,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.27,1.57462,0.793503,0.256384,0.757657,105.536,133,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.29685,0.595826,0.411154,0.719198,79.2449,133,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.723216,0.0685289,0.129136,0.00751351,9.11434,133,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0495408,1.19433,0.290081,0.245729,0.201195,38.5808,133,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.593656,0.14018,0.138212,0.110905,18.6439,133,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,23.4139,49.6467,32.4488,6.48274,30.4864,4315.69,133,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,35.1972,88.7899,59.3196,14.6629,56.1915,7889.5,133,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,4.60614,8.51561,6.63497,0.886447,6.90985,882.451,133,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.0386268,33.7881,2.55081,4.63024,1.06217,339.258,133,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.739651,1,0.948094,0.0494658,0.963741,126.096,133,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.385264,1.58503,0.831243,0.254704,0.777139,110.555,133,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,1.2901,73.7255,37.1307,18.335,36.1792,4938.38,133,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,56.1528,96.9212,68.9313,11.4016,64.2131,6341.68,92,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,92,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,1549,4095,3242.59,707.367,3261,298318,92,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,23.1951,50.3611,32.6234,6.57039,30.7219,3001.36,92,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,34.6059,89.5197,59.2249,14.844,55.7069,5448.69,92,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,4.32867,9.1352,6.70979,1.05458,6.78159,617.301,92,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,92,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,92,92,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0299415,2.08504,0.390649,0.369734,0.245751,51.9564,133,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,133,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,133,133,,Spine,,,0,,,1,,1,
Spine Volume,0.050038,1.47009,0.456153,0.334284,0.37553,60.6683,133,um^3,Spine,,,0,,,1,,1,
