Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Depth,Distance,Image,Level,Radius,Time,Type
Filament BoundingBoxOO Length A,4.3114,4.3114,4.3114,0.000390333,4.3114,4.3114,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,
Filament BoundingBoxOO Length B,17.6442,17.6442,17.6442,0.000356174,17.6442,17.6442,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,
Filament BoundingBoxOO Length C,47.912,47.912,47.912,0,47.912,47.912,1,um,Filament,,Filament BoundingBoxOO Length,,,,,,1,
Filament Dendrite Area (sum),189.21,189.21,189.21,0.0410424,189.21,189.21,1,um^2,Filament,,,,,,,,1,
Filament Dendrite Length (sum),66.8977,66.8977,66.8977,0,66.8977,66.8977,1,um,Filament,,,,,,,,1,
Filament Dendrite Volume (sum),43.1321,43.1321,43.1321,0,43.1321,43.1321,1,um^3,Filament,,,,,,,,1,
Filament Distance from Origin,103.507,103.507,103.507,0,103.507,103.507,1,um,Filament,,Filament Distance from Origin,,,,,,1,
Filament Full Branch Depth,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Full Branch Level,2,2,2,0,2,2,1,,Filament,,,,,,,,1,
Filament Generation,0,0,0,0,0,0,1,,Filament,,,,,,,,1,
Filament Length (sum),155.581,155.581,155.581,0.0283812,155.581,155.581,1,um,Filament,,,,,,,,1,
Filament No. Dendrite Branch Pts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament No. Dendrite Branches,0,2,0.985294,0.209527,1,67,68,,Filament,,,,0,,,,1,
Filament No. Dendrite Segments,3,3,3,0,3,3,1,,Filament,,,,,,,,1,
Filament No. Dendrite Terminal Pts,2,2,2,0,2,2,1,,Filament,,,,,,,,1,
Filament No. Edges,1494,1494,1494,0,1494,1494,1,,Filament,,,,,,,,1,
Filament No. Sholl Intersections,0,3,1.10204,0.462685,1,54,49,,Filament,,,,,,,0,1,
Filament No. Spine Branch Pts,29,29,29,0,29,29,1,,Filament,,,,,,,,1,
Filament No. Spine Segments,116,116,116,0,116,116,1,,Filament,,,,,,,,1,
Filament No. Spine Terminal Pts,87,87,87,0,87,87,1,,Filament,,,,,,,,1,
Filament No. Unconnected Parts,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament No. Vertices,1495,1495,1495,0,1495,1495,1,,Filament,,,,,,,,1,
Filament Position X,47.3187,47.3187,47.3187,0.00966299,47.3187,47.3187,1,um,Filament,,Filament Position,,,,,,1,
Filament Position Y,91.9079,91.9079,91.9079,0,91.9079,91.9079,1,um,Filament,,Filament Position,,,,,,1,
Filament Position Z,5.25128,5.25128,5.25128,0,5.25128,5.25128,1,um,Filament,,Filament Position,,,,,,1,
Filament Spine Area (sum),244.133,244.133,244.133,0,244.133,244.133,1,um^2,Filament,,,,,,,,1,
Filament Spine Length (sum),88.6834,88.6834,88.6834,0.0153312,88.6834,88.6834,1,um,Filament,,,,,,,,1,
Filament Spine Volume (sum),42.7455,42.7455,42.7455,0.00203812,42.7455,42.7455,1,um^3,Filament,,,,,,,,1,
Filament Time,0,0,0,0,0,0,1,s,Filament,,,,,,,,1,
Filament Time Index,1,1,1,0,1,1,1,,Filament,,,,,,,,1,
Filament Volume (sum),85.8775,85.8775,85.8775,0.0139943,85.8775,85.8775,1,um^3,Filament,,,,,,,,1,
Pt Branching Angle Type=Spine Attachment,34.9555,90.9557,69.3206,15.3474,73.2161,3050.11,44,°,Point,,,0,,,,,1,Spine Attachment
Pt Branching Angle Type=Spine Branch,9.27727,92.6353,52.9612,21.7904,51.2386,1535.88,29,°,Point,,,0,,,,,1,Spine Branch
Pt Branching Angle Type=Dendrite Branch,47.3874,47.3874,47.3874,0,47.3874,47.3874,1,°,Point,,,0,,,,,1,Dendrite Branch
Pt Diameter Type=Dendrite Beginning,1.13592,1.13592,1.13592,0,1.13592,1.13592,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Diameter Type=Spine Attachment,0.577927,1.32893,0.970204,0.173123,1.01034,49.4804,51,um,Point,,,0,,,,,1,Spine Attachment
Pt Diameter Type=Spine Terminal,0.338861,1.21978,0.671373,0.172298,0.643334,58.4094,87,um,Point,,,0,,,,,1,Spine Terminal
Pt Diameter Type=Spine Branch,0.358659,1.57476,1.00127,0.235935,0.989017,29.0368,29,um,Point,,,0,,,,,1,Spine Branch
Pt Diameter Type=Dendrite Branch,1.18651,1.18651,1.18651,0,1.18651,1.18651,1,um,Point,,,0,,,,,1,Dendrite Branch
Pt Diameter Type=Dendrite Terminal,0.666125,0.967491,0.816808,0.150683,0.967491,1.63362,2,um,Point,,,1,,,,,1,Dendrite Terminal
Pt Distance Type=Dendrite Beginning,0,0,0,0,0,0,1,um,Point,,,0,,,,,1,Dendrite Beginning
Pt Distance Type=Spine Attachment,1.01292,65.4861,28.5748,18.578,23.8672,1457.31,51,um,Point,,,0,,,,,1,Spine Attachment
Pt Distance Type=Spine Terminal,2.29953,66.6398,29.2355,18.8758,24.1258,2543.48,87,um,Point,,,0,,,,,1,Spine Terminal
Pt Distance Type=Spine Branch,1.98193,64.0011,27.3609,19.9989,22.6901,793.467,29,um,Point,,,0,,,,,1,Spine Branch
Pt Distance Type=Dendrite Branch,50.8064,50.8064,50.8064,0.00544888,50.8064,50.8064,1,um,Point,,,0,,,,,1,Dendrite Branch
Pt Distance Type=Dendrite Terminal,51.1635,66.5406,58.852,7.68852,66.5406,117.704,2,um,Point,,,1,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Dendrite Beginning,92.0025,92.0025,92.0025,0,92.0025,92.0025,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning
Pt Distance from Origin Type=Spine Attachment,92.1187,117.652,104.577,7.337,105.896,5333.43,51,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Attachment
Pt Distance from Origin Type=Spine Terminal,90.7344,117.486,103.919,7.53035,105.055,9040.93,87,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal
Pt Distance from Origin Type=Spine Branch,91.2908,116.791,102.874,7.56436,104.852,2983.34,29,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Branch
Pt Distance from Origin Type=Dendrite,110.197,110.197,110.197,0,110.197,110.197,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite
Pt Distance from Origin Type=Dendrite Terminal,103.755,117.995,110.875,7.12014,117.995,221.75,2,um,Point,,Pt Distance from Origin,1,,,,,1,Dendrite Terminal
Pt Distance from Origin Type=Dendrite Branch,117.768,117.768,117.768,0.0217182,117.768,117.768,1,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Branch
Pt Generation Type=Dendrite Beginning,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Generation Type=Spine Attachment,0,0,0,0,0,0,51,,Point,,,0,,,,,1,Spine Attachment
Pt Generation Type=Spine Terminal,0,0,0,0,0,0,87,,Point,,,0,,,,,1,Spine Terminal
Pt Generation Type=Spine Branch,0,0,0,0,0,0,29,,Point,,,0,,,,,1,Spine Branch
Pt Generation Type=Dendrite,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite
Pt Generation Type=Dendrite Terminal,0,0,0,0,0,0,2,,Point,,,1,,,,,1,Dendrite Terminal
Pt Generation Type=Dendrite Branch,0,0,0,0,0,0,1,,Point,,,0,,,,,1,Dendrite Branch
Pt Position X Type=Dendrite Beginning,58.961,58.961,58.961,0.01021,58.961,58.961,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position X Type=Spine Attachment,30.0087,58.2715,47.5067,8.4346,52.3323,2422.84,51,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position X Type=Spine Terminal,30.2112,57.6262,47.6949,8.43787,52.0201,4149.46,87,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position X Type=Spine Branch,32.2051,57.7368,48.2173,8.52392,52.9001,1398.3,29,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position X Type=Dendrite,45.3287,45.3287,45.3287,0.00241759,45.3287,45.3287,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position X Type=Dendrite Terminal,29.3378,36.6933,33.0155,3.67773,36.6933,66.031,2,um,Point,,Pt Position,1,,,,,1,Dendrite Terminal
Pt Position X Type=Dendrite Branch,36.7843,36.7843,36.7843,0,36.7843,36.7843,1,um,Point,,Pt Position,0,,,,,1,Dendrite Branch
Pt Position Y Type=Dendrite Beginning,70.4025,70.4025,70.4025,0.0151107,70.4025,70.4025,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Y Type=Spine Attachment,71.1148,111.522,92.1398,11.9407,92.255,4699.13,51,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Y Type=Spine Terminal,70.2242,111.475,91.2826,12.1226,91.3024,7941.59,87,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Y Type=Spine Branch,70.4928,110.628,89.778,12.361,89.868,2603.56,29,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Y Type=Dendrite,100.313,100.313,100.313,0,100.313,100.313,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Y Type=Dendrite Terminal,99.1421,111.906,105.524,6.38213,111.906,211.048,2,um,Point,,Pt Position,1,,,,,1,Dendrite Terminal
Pt Position Y Type=Dendrite Branch,111.651,111.651,111.651,0.0159604,111.651,111.651,1,um,Point,,Pt Position,0,,,,,1,Dendrite Branch
Pt Position Z Type=Dendrite Beginning,5.61757,5.61757,5.61757,0.000304794,5.61757,5.61757,1,um,Point,,Pt Position,0,,,,,1,Dendrite Beginning
Pt Position Z Type=Spine Attachment,4.00933,8.28159,5.31227,1.27819,4.77381,270.926,51,um,Point,,Pt Position,0,,,,,1,Spine Attachment
Pt Position Z Type=Spine Terminal,2.80731,8.57342,5.30812,1.47094,4.80546,461.806,87,um,Point,,Pt Position,0,,,,,1,Spine Terminal
Pt Position Z Type=Spine Branch,3.8908,8.0505,5.29542,1.32906,5.00687,153.567,29,um,Point,,Pt Position,0,,,,,1,Spine Branch
Pt Position Z Type=Dendrite,5.08909,5.08909,5.08909,0.000294047,5.08909,5.08909,1,um,Point,,Pt Position,0,,,,,1,Dendrite
Pt Position Z Type=Dendrite Terminal,7.31108,8.67322,7.99215,0.681069,8.67322,15.9843,2,um,Point,,Pt Position,1,,,,,1,Dendrite Terminal
Pt Position Z Type=Dendrite Branch,7.07843,7.07843,7.07843,0.00123842,7.07843,7.07843,1,um,Point,,Pt Position,0,,,,,1,Dendrite Branch
Pt Time Type=Dendrite Beginning,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Type=Spine Attachment,0,0,0,0,0,0,51,s,Point,,,0,,,,,1,Spine Attachment
Pt Time Type=Spine Terminal,0,0,0,0,0,0,87,s,Point,,,0,,,,,1,Spine Terminal
Pt Time Type=Spine Branch,0,0,0,0,0,0,29,s,Point,,,0,,,,,1,Spine Branch
Pt Time Type=Dendrite,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite
Pt Time Type=Dendrite Terminal,0,0,0,0,0,0,2,s,Point,,,1,,,,,1,Dendrite Terminal
Pt Time Type=Dendrite Branch,0,0,0,0,0,0,1,s,Point,,,0,,,,,1,Dendrite Branch
Pt Time Index Type=Dendrite Beginning,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Beginning
Pt Time Index Type=Spine Attachment,1,1,1,0,1,51,51,,Point,,,0,,,,,1,Spine Attachment
Pt Time Index Type=Spine Terminal,1,1,1,0,1,87,87,,Point,,,0,,,,,1,Spine Terminal
Pt Time Index Type=Spine Branch,1,1,1,0,1,29,29,,Point,,,0,,,,,1,Spine Branch
Pt Time Index Type=Dendrite,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite
Pt Time Index Type=Dendrite Terminal,1,1,1,0,1,2,2,,Point,,,1,,,,,1,Dendrite Terminal
Pt Time Index Type=Dendrite Branch,1,1,1,0,1,1,1,,Point,,,0,,,,,1,Dendrite Branch
Spine Area,0.606249,5.10405,2.1046,1.03457,1.91568,244.133,116,um^2,Spine,,,0,,,1,,1,
Spine Attachment Pt Branching Angle,9.27727,92.6353,60.0182,20.9105,61.453,6121.86,102,°,Spine,,,0,,,1,,1,
Spine Attachment Pt Diameter,0.358659,1.57476,0.991491,0.206402,1.00015,115.013,116,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance,1.01292,65.4861,27.8835,19.2449,23.4488,3234.49,116,um,Spine,,,0,,,1,,1,
Spine Attachment Pt Distance from Origin,92.1187,117.652,104.577,7.337,105.896,5333.43,51,um,Spine,,Spine Attachment Pt Distance from Origin,0,,,1,,1,
Spine Attachment Pt Generation,0,0,0,0,0,0,51,,Spine,,,0,,,1,,1,
Spine Attachment Pt Position X,30.0087,58.2715,47.5067,8.4346,52.3323,2422.84,51,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Y,71.1148,111.522,92.1398,11.9407,92.255,4699.13,51,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Position Z,4.00933,8.28159,5.31227,1.27819,4.77381,270.926,51,um,Spine,,Spine Attachment Pt Position,0,,,1,,1,
Spine Attachment Pt Time,0,0,0,0,0,0,51,s,Spine,,,0,,,1,,1,
Spine Attachment Pt Time Index,1,1,1,0,1,51,51,,Spine,,,0,,,1,,1,
Spine Branch Depth,0,1,0.163793,0.370088,0,19,116,,Spine,,,0,,,1,,1,
Spine Branch Level,1,2,1.16379,0.370088,1,135,116,,Spine,,,0,,,1,,1,
Spine Branchings,0,1,0.25,0.433013,0,29,116,,Spine,,,0,,,1,,1,
Spine Length,0.101822,2.21696,0.764512,0.468522,0.648517,88.6834,116,um,Spine,,,0,,,1,,1,
Spine Max Diameter,0.518405,1.62835,1.08783,0.212371,1.08159,126.189,116,um,Spine,,,0,,,1,,1,
Spine Mean Diameter,0.393298,1.43382,0.884093,0.207709,0.902484,102.555,116,um,Spine,,,0,,,1,,1,
Spine Min Diameter,0.24,1.2224,0.679685,0.237955,0.671504,78.8434,116,um,Spine,,,0,,,1,,1,
Spine Neck Length,0,1.39259,0.179177,0.330479,0,20.7846,116,um,Spine,,,0,,,1,,1,
Spine Neck Max Diameter,0,1.42812,0.293088,0.426969,0,33.9983,116,um,Spine,,,0,,,1,,1,
Spine Neck Mean Diameter,0,1.1898,0.241449,0.361009,0,28.0081,116,um,Spine,,,0,,,1,,1,
Spine Neck Min Diameter,0,0.998718,0.208124,0.318959,0,24.1424,116,um,Spine,,,0,,,1,,1,
Spine Neck Volume,0,1.13475,0.12035,0.185648,0.0475011,13.9606,116,um^3,Spine,,,0,,,1,,1,
Spine Orientation Angle,-179.767,174.619,-39.9686,107.933,-44.6811,-4636.35,116,°,Spine,,,0,,,1,,1,
Spine Part Length Ground,0,0.608237,0.0773591,0.140299,0,8.97366,116,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Head,0.256102,1.10207,0.556568,0.166171,0.523211,64.5619,116,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Length Neck,0,0.904309,0.267512,0.244053,0.23018,31.0314,116,um,Spine,,Spine Part Length,0,,,1,,1,
Spine Part Max Diameter Ground,0.358659,1.62835,1.05208,0.220856,1.05393,122.041,116,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Head,0.39827,1.41778,0.847879,0.229503,0.839863,98.354,116,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Max Diameter Neck,0,1.51781,0.694793,0.452812,0.778193,80.596,116,um,Spine,,Spine Part Max Diameter,0,,,1,,1,
Spine Part Mean Diameter Ground,0.281619,1.59917,0.976452,0.218099,0.983111,113.268,116,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Head,0.311061,1.31801,0.792459,0.22573,0.777688,91.9252,116,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Mean Diameter Neck,0,1.47527,0.632916,0.430659,0.701577,73.4182,116,um,Spine,,Spine Part Mean Diameter,0,,,1,,1,
Spine Part Min Diameter Ground,0.24,1.57476,0.888518,0.233618,0.894759,103.068,116,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Head,0.24,1.31801,0.730605,0.238848,0.689644,84.7502,116,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Min Diameter Neck,0,1.43273,0.585798,0.412076,0.685197,67.9525,116,um,Spine,,Spine Part Min Diameter,0,,,1,,1,
Spine Part Volume Ground,0,0.679292,0.122367,0.182031,0.0253253,14.1946,116,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Head,0.0253447,0.828679,0.232499,0.181879,0.169564,26.9699,116,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Part Volume Neck,0,0.845928,0.135644,0.151065,0.098861,15.7347,116,um^3,Spine,,Spine Part Volume,0,,,1,,1,
Spine Position X,30.2661,58.0963,47.8801,8.48093,52.534,5554.09,116,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Y,70.3846,111.511,90.9098,12.1697,91.3275,10545.5,116,um,Spine,,Spine Position,0,,,1,,1,
Spine Position Z,3.69855,8.22052,5.24848,1.34675,4.81816,608.824,116,um,Spine,,Spine Position,0,,,1,,1,
Spine Resistance,0.11169,23.4259,2.67832,4.20584,1.22118,310.685,116,1/um,Spine,,,0,,,1,,1,
Spine Straightness,0.729412,1,0.93722,0.0600892,0.954155,108.718,116,,Spine,,,0,,,1,,1,
Spine Terminal Pt Diameter,0.338861,1.57476,0.753847,0.23788,0.722682,87.4463,116,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance,1.98193,66.6398,28.7668,19.1799,23.9839,3336.95,116,um,Spine,,,0,,,1,,1,
Spine Terminal Pt Distance from Origin,90.7344,117.486,103.919,7.53035,105.055,9040.93,87,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,1,,1,
Spine Terminal Pt Generation,0,0,0,0,0,0,87,,Spine,,,0,,,1,,1,
Spine Terminal Pt Intensity Center,831,4095,3624.39,814.273,4095,315322,87,,Spine,1,,0,,Image 1,,,1,
Spine Terminal Pt Position X,30.2112,57.6262,47.6949,8.43787,52.0201,4149.46,87,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Y,70.2242,111.475,91.2826,12.1226,91.3024,7941.59,87,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Position Z,2.80731,8.57342,5.30812,1.47094,4.80546,461.806,87,um,Spine,,Spine Terminal Pt Position,0,,,1,,1,
Spine Terminal Pt Time,0,0,0,0,0,0,87,s,Spine,,,0,,,1,,1,
Spine Terminal Pt Time Index,1,1,1,0,1,87,87,,Spine,,,0,,,1,,1,
Spine Terminal Pt Volume,0.0203734,2.04476,0.296839,0.310474,0.197625,34.4333,116,um^3,Spine,,,0,,,1,,1,
Spine Time,0,0,0,0,0,0,116,s,Spine,,,0,,,1,,1,
Spine Time Index,1,1,1,0,1,116,116,,Spine,,,0,,,1,,1,
Spine Volume,0.0570534,1.33008,0.368495,0.261372,0.291357,42.7455,116,um^3,Spine,,,0,,,1,,1,
